City,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored.3c,Stressed.3c,Free.3c,Optimistic.3c,Peaceful.3c,Lonely.3c,Disappointed.3c,Frustrated.3c,Threatened.3c,Before covid,During covid,Bored.3e,Stressed.3e,Excited.3e,Hopeful.3e,Peaceful.3e,Lonely.3e,Vulnerable.3e,Disappointed.3e,Anxious.3e,Mask mandate.2020,Lockdown.2020,Closing Workplace/University.2020,Vaccination pass.2020,Social distancing.2020,Quarantine.2020,Mask mandate.2021,Lockdown.2021,Closing Workplace/University.2021,Vaccination pass.2021,Social distancing.2021,Quarantine.2021,Proud.4c,Optimistic.4c,Indifferent.4c,Vulnerable.4c,Disappointed.4c,Hostile.4c,Threatened.4c,Anxious.4c,Free.4c,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed.5b,Optimistic.5b,Peaceful.5b,Lonely.5b,Vulnerable.5b,Disappointed.5b,Frustrated.5b,Anxious.5b,Threatened.5b,What were the priorities in your life *before* COVID-19?.1,What were the priorities in your life *before* COVID-19?.2,What were the priorities in your life *before* COVID-19?.3,What were the priorities in your life *before* COVID-19?.4,What were the priorities in your life *before* COVID-19?.5,What were the priorities in your life *before* COVID-19?.6,What were the priorities in your life *during* COVID-19?.1,What were the priorities in your life *during* COVID-19?.2,What were the priorities in your life *during* COVID-19?.3,What were the priorities in your life *during* COVID-19?.4,What were the priorities in your life *during* COVID-19?.5,What were the priorities in your life *during* COVID-19?.6,What is your main source of income?,Bored.6b,Stressed.6b,Free.6b,Proud.6b,Optimistic.6b,Lonely.6b,Disappointed.6b,Frustrated.6b,Anxious.6b,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free.7c,Aggressive.7c,Frustrated.7c,Disappointed.7c,Vulnerable.7c,Lonely.7c,Optimistic.7c,Enthusiastic.7c,Stressed.7c,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people).1,"Going to public places (cinemas, theaters, restaurants, gym).1",Taking public transportation.1,Going to a crowded event outdoors.1,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
New York,Both,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Monthly,Monthly,,,,,,,,Disappointed,,1,1,1,1,1,1,1,2,2,1,1,1,,,,Vulnerable,,,,,,,"Yes, in 2020",,,,,,,,,,,Threatened,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Family,,,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,,Agricultural and Veterinary Sciences,Female,20-24,I'm from New York State,Hispanic / Latino,Frustrated
New York,Both,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Monthly,Monthly,,,,,,,,Disappointed,,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,,,Disappointed,,,,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Job,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,,Physical Sciences,Female,24-30,I'm from New York State,Asian,Disappointed
New York,Work,Family,,,,,,3,,,,,,,,,Threatened,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,1,1,1,1,1,2,2,2,1,1,,,,Vulnerable,,,Threatened,,,,,"Yes, in 2021",,,,,,Vulnerable,Disappointed,,,,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Business owner,1,,,,,,,,,,"Yes, my company went out of business",Better Career Prospects,1,2,2,1,1,2,2,1,7,Consumer Services & Retail,,Male,40-50,I'm from New York State,Black or African American,Frustrated
New York,Work,,,Pets,,,,,,,,,,,,Frustrated,,Weekly,Monthly,,Stressed,,,,,Vulnerable,,,1,1,1,1,1,1,1,2,2,2,1,1,,,,Vulnerable,,,Threatened,,,,,"Yes, in 2021",,,,,,,,,,Threatened,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn't change",,1,2,2,1,1,2,2,2,5,Materials Extraction & Refinement,,Male,30-40,I'm from New York State,White,Vulnerable
New York,Both,,,,Roommates,,,4,,Stressed,,,,,,Frustrated,,Weekly,Monthly,,,,,,,Vulnerable,Disappointed,,1,1,1,1,1,1,2,2,2,2,2,2,,,,Vulnerable,,,Threatened,,,,"Yes, in 2020","Yes, in 2021",,,,,Lonely,,,Frustrated,,,Physical health,Career & Finances,Family,Mental health,Relationships,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Job,,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,6,,Engineering and Technology,Male,20-24,I'm from New York State,White,Frustrated
New York,Work,,,,,,Alone,,,,,,,,,,,Monthly,Monthly,,Stressed,,,,,Vulnerable,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,,,,,"Yes, in 2020",,,,,,,,,Frustrated,,,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn't change",,1,1,1,1,2,2,2,2,6,Utilities,,Female,30-40,I'm from New York State,White,Stressed
New York,Work,,,Pets,,,,,,,,,,,,Frustrated,,Weekly,Every 3 months,,,,,,,Vulnerable,Disappointed,,1,1,1,1,1,1,1,2,2,1,1,1,,,,Vulnerable,,,,,,,"Yes, in 2020",,,Stressed,,,,Vulnerable,,,,,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn't change",,1,1,1,1,1,2,2,2,5,Food & Consumer Goods,,Female,30-40,I'm from New York State,Black or African American,Vulnerable
New York,Both,Family,,,,,,7,Bored,,,,Peaceful,,,,,Every 3 months,Monthly,,,,,,Lonely,Vulnerable,,,4,3,4,4,3,5,3,4,4,3,3,3,Proud,,,,,,,,,,,"Yes, in 2021",,,,,Lonely,,Disappointed,,,,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family,Scholarship,,,,,,,,,Anxious,Yes because I dropped out university,,,,Low grades,,,,,,,,,,,,,,,,,,2,3,4,5,5,4,3,2,3,,Physical Sciences,Female,24-30,I'm from somewhere else in the US,Black or African American,Stressed
New York,Study,,,,Roommates,,,6,,,,,Peaceful,,Disappointed,,,Weekly,Monthly,,Stressed,,Hopeful,,Lonely,,,,3,3,3,3,3,3,3,3,3,3,3,3,,Optimistic,,,,,Threatened,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Spirituality,Mental health,Relationships,Career & Finances,Family,Job,,,,,,,,Frustrated,,Yes because I dropped out university,,,Family / Friends / Advisors Influence,Low grades,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,6,,Engineering and Technology,Male,20-24,I'm from New York State,White,Vulnerable
New York,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Monthly,Daily,Bored,,,,,,,Disappointed,,5,5,5,5,5,5,5,3,3,5,3,3,,,,Vulnerable,,,,,,,,,"Yes, in 2022",,,,Lonely,,,,,,Career & Finances,Relationships,Spirituality,Family,Physical health,Mental health,Physical health,Family,Mental health,Career & Finances,Relationships,Spirituality,Family,,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,5,5,3,4,9,,Information and Computing Sciences,Female,20-24,I come from abroad,Asian,Stressed
New York,Both,,Friends,,,,,4,Bored,,Free,,Peaceful,,,,,Weekly,Daily,,,,,,Lonely,,,,5,5,2,5,4,3,5,5,1,5,3,4,,,,,Disappointed,Hostile,,Anxious,,,"Yes, in 2020",,,,,,Lonely,,,Frustrated,Anxious,,Relationships,Family,Mental health,Career & Finances,Physical health,Spirituality,Relationships,Career & Finances,Family,Physical health,Mental health,Spirituality,Job,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5,5,4,5,4,,Studies in Human Society,Female,20-24,I'm from somewhere else in the US,Hispanic / Latino,Frustrated
New York,Work,Family,,,,,,2,Bored,,,Optimistic,Peaceful,,,,,Monthly,Weekly,,,Excited,Hopeful,,,,,Anxious,5,5,5,5,5,4,4,3,4,5,4,3,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Career & Finances,Mental health,Physical health,Relationships,Family,Spirituality,Career & Finances,Mental health,Physical health,Relationships,Family,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn't change",,4,2,3,1,5,2,3,1,5,Education,,Male,40-50,I'm from New York State,Asian,Frustrated
New York,Work,,,Pets,,,,,,Stressed,,,,Lonely,,,,Weekly,Every 3 months,,Stressed,,,,,,Disappointed,,1,1,1,1,1,1,1,2,2,2,1,1,,,,Vulnerable,,,,Anxious,,,,"Yes, in 2021",,,,,,,Disappointed,,,Threatened,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn't change",,1,1,1,1,1,1,1,1,7,Health Care,,Female,24-30,I'm from New York State,Black or African American,Frustrated
New York,Both,,,Pets,,,,,,,,,,,,,Threatened,Weekly,Monthly,,,,,,,,Disappointed,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,Threatened,,,No,,,,,,,,,,,,,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,Job,,,,,,,Disappointed,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,,Mathematical Sciences,Male,20-24,I'm from New York State,White,Stressed
New York,Work,,,,,,Alone,,,,,,,,,,,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,Threatened,,,,"Yes, in 2020",,,,,,Lonely,,,,,Threatened,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn't change",,1,1,1,1,1,1,1,1,5,Information Technology,,Female,20-24,I'm from New York State,Asian,Frustrated
New York,Work,,,,Roommates,,,1,,,,Optimistic,Peaceful,,,,,Weekly,Weekly,Bored,,,Hopeful,Peaceful,,,,,5,2,4,4,5,5,5,2,5,5,5,5,,,,Vulnerable,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Spirituality,Career & Finances,Relationships,Family,Mental health,Physical health,Career & Finances,Relationships,Family,Spirituality,Mental health,Physical health,,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,,,,,,"No, it didn't change",,5,5,2,1,4,4,4,3,9,Information Technology,,Female,24-30,I come from abroad,Asian,Distant
New York,Study,Family,,,,,,2,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,Stressed,,,,,,Disappointed,Anxious,5,2,4,1,4,2,5,2,3,2,4,2,,,,,,,,,Free,No,,,,,,,,,,,,,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality,Family,,Stressed,,,,Lonely,,,,Yes because I changed my field of study,,,,,,Economic Difficulties,,,,,,,,,,,,,,,,4,2,2,2,5,3,3,3,6,,Mathematical Sciences,Female,24-30,I'm from somewhere else in the US,Asian,Disappointed
New York,Work,Family,,,,,,3,,,,Optimistic,,,,,,Daily,Daily,,,,,,,,,Anxious,5,4,5,3,4,4,5,4,5,3,5,4,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Spirituality,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Career & Finances,Family,Physical health,Relationships,Mental health,,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,,,,,,"Yes, due to smartworking",I wanted to work remotely,2,1,1,1,4,1,1,1,5,Education,,Female,40-50,I'm from New York State,Other / I prefer not to answer,Anxious
New York,Work,,,Pets,Roommates,,,,,Stressed,,,,,,Frustrated,Threatened,Weekly,Daily,,,,Hopeful,,,Vulnerable,Disappointed,,4,4,3,2,4,4,4,4,3,2,4,4,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family,Career & Finances,Relationships,Physical health,Mental health,Family,Spirituality,,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,,,,,,,,Other / I prefer not to answer,,4,3,3,2,4,4,4,4,7,Education,,Male,24-30,I'm from somewhere else in the US,Asian,Frustrated
Milan,Study,Family,,,,,,3,Bored,,Free,,Peaceful,,,,,Weekly,Weekly,,,,,,,,Disappointed,Anxious,4,4,4,4,4,4,4,4,4,4,4,4,,,,,Disappointed,,Threatened,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Career & Finances,Relationships,Physical health,Family,Mental health,Spirituality,Career & Finances,Relationships,Physical health,Family,Mental health,Spirituality,Job,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,5,5,6,,Engineering and Technology,Female,20-24,I come from abroad,Asian,Disappointed
New York,Work,,,,,,Alone,,,,,,,,,,,Weekly,Monthly,Bored,,,,,Lonely,,Disappointed,,2,2,2,2,2,2,2,2,2,1,1,1,,,,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn't change",,1,2,2,1,2,3,3,3,7,Food & Consumer Goods,,Male,24-30,I'm from New York State,Hispanic / Latino,Frustrated
New York,Work,,,,,,Alone,,,,,,,,,,,Weekly,Every 3 months,,Stressed,,,,Lonely,,Disappointed,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,,,,No,,,,,,,,,,,,,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Physical health,Family,Career & Finances,Relationships,Mental health,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"Yes, I had a reduction in working hours and/or wage",Work environment,1,1,1,1,1,2,2,1,5,Consumer Services & Retail,,Female,24-30,I'm from New York State,Black or African American,Frustrated
New York,Work,Family,,,,,,2,,,,,,,,Frustrated,,Daily,Monthly,,,,Hopeful,,,,,,5,4,5,5,5,5,5,3,5,5,5,5,,,,,,,,Anxious,,No,,,,,,,,,,,,,Family,Physical health,Mental health,Career & Finances,Spirituality,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Relationships,,,,,,,,,,,,,,,,,,,,Fixed term employed,0,,,,,,,,,,"No, it didn't change",,1,1,1,1,5,4,4,3,1,Real Estate,,Female,24-30,I come from abroad,Asian,Stressed
New York,Study,,Friends,,Roommates,,,2,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,,,Hopeful,,,,,,1,2,1,1,1,1,3,3,3,3,3,3,,,,,,,,,Free,No,,,,,,,,,,,,,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,10,,Engineering and Technology,Male,20-24,I'm from New York State,White,Free
Milan,Study,,Friends,,,,,3,Bored,,,,,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,3,5,5,5,5,5,3,5,5,5,,Optimistic,,,,,,,,,"Yes, in 2020",,,,,,,,,,Anxious,,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Job,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,7,,Engineering and Technology,Female,20-24,I come from abroad,Asian,Anxious
New York,Study,Family,,,,,,3,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,Bored,,,,,Lonely,,Disappointed,,5,4,5,5,5,5,5,4,5,5,5,5,,,,,Disappointed,,Threatened,,,,,"Yes, in 2021",,,,Peaceful,,,Disappointed,,,,Mental health,Physical health,Family,Spirituality,Career & Finances,Relationships,Mental health,Physical health,Family,Career & Finances,Relationships,Spirituality,Job,,,Free,,,,,,Anxious,Yes because I changed my field of study,,Change in learning modes,,,,,,,,,,,,,,,,,,,,4,3,1,1,4,3,1,2,8,,Engineering and Technology,Female,20-24,I come from abroad,Asian,Distant
New York,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,Excited,Hopeful,Peaceful,,,,,2,3,2,1,2,3,1,2,2,2,1,3,,,,,,,,,Free,,,"Yes, in 2021","Yes, in 2022",Stressed,,,,,,,,,Career & Finances,Spirituality,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Relationships,Physical health,Mental health,Family,,,Free,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,3,3,2,5,5,5,5,8,,Information and Computing Sciences,Male,20-24,I come from abroad,Asian,Disappointed
New York,Study,,,,Roommates,,,2,,Stressed,Free,,Peaceful,,,,,Daily,Daily,,,,,,,Vulnerable,,,1,2,1,1,1,1,1,2,1,1,1,1,,,,Vulnerable,,,,,,No,,,,,,,,,,,,,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Career & Finances,Physical health,Family,Relationships,Mental health,Spirituality,Family,,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,3,3,3,1,7,,"Language, Communication and Culture",Female,20-24,I come from abroad,Asian,Vulnerable
New York,Neither,,,,Roommates,,,5,,,,Optimistic,Peaceful,,,,,Weekly,Daily,,Stressed,,,,,Vulnerable,Disappointed,,5,5,5,5,5,5,5,3,3,5,4,3,,,,Vulnerable,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Mental health,Relationships,Physical health,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,5,4,4,2,8,Information Technology,,Male,20-24,I come from abroad,Asian,Frustrated
New York,Study,Family,,,,,,2,,,,,,,,Frustrated,,Daily,Daily,Bored,,,,,Lonely,,,,5,3,5,5,5,5,4,2,4,5,4,5,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Physical health,Career & Finances,Family,Mental health,Relationships,Spirituality,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,Job,,Stressed,Free,,Optimistic,,,,,Yes because I changed my field of study,Change in personal interests,Change in learning modes,,,Better Career Prospects,Economic Difficulties,,,,,,,,,,,,,,,,5,5,3,2,5,5,2,5,4,,Engineering and Technology,Female,20-24,I come from abroad,Asian,Anxious
New York,Study,Family,,,,,,3,,,Free,Optimistic,Peaceful,,,,,Weekly,Daily,Bored,,,,,,,,,5,5,5,5,5,5,5,4,4,4,4,4,,,,Vulnerable,,,,,,No,,,,,,,,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Career & Finances,Relationships,Spirituality,Scholarship,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,4,3,3,8,,Education,Female,20-24,I'm from New York State,Asian,Disappointed
New York,Study,,Friends,Pets,,,,,,,Free,,Peaceful,,,,,Weekly,Weekly,,Stressed,,,,,Vulnerable,Disappointed,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,Anxious,,No,,,,,,,,,,,,,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Family,,,,,,,Disappointed,Frustrated,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,4,3,3,5,4,3,3,7,,Economics,Female,20-24,I come from abroad,White,Frustrated
New York,Study,,,,Roommates,,,1,,,Free,Optimistic,,,,,,Daily,Daily,,,,Hopeful,,Lonely,,Disappointed,,5,4,4,5,4,4,5,3,3,5,4,3,,,,Vulnerable,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Spirituality,Relationships,Physical health,Family,Mental health,Career & Finances,Spirituality,Relationships,Family,,,,,,Lonely,Disappointed,,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,4,1,1,5,4,1,2,7,,Economics,Female,20-24,I come from abroad,Asian,Anxious
New York,Study,,,,,,Alone,,,,,,,,,,,Daily,Weekly,,,,,,Lonely,,Disappointed,,1,3,3,1,1,1,1,5,5,1,3,2,,,,Vulnerable,,,Threatened,,,,,,"Yes, in 2022",,,,,,,,Anxious,,Physical health,Family,Career & Finances,Relationships,Mental health,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Job,Bored,,,,,Lonely,,,,Yes because I changed my field of study,,Change in learning modes,Family / Friends / Advisors Influence,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,7,,Mathematical Sciences,Female,24-30,I come from abroad,Asian,Lonely
New York,Both,,,,Roommates,,,2,,,,,Peaceful,,,,,Weekly,Weekly,,Stressed,,,,Lonely,Vulnerable,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Job,,,,Proud,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,8,,Economics,Male,18-20,I come from abroad,Asian,Lonely
New York,Study,,,,,,Alone,,,,,,,,,,,Weekly,Weekly,,,,,,Lonely,,,Anxious,4,4,4,4,4,4,4,4,4,4,4,4,,,,,Disappointed,,,Anxious,,,,"Yes, in 2021",,,,Peaceful,,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Other / I prefer not to answer,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,5,5,5,8,,Education,Female,24-30,I come from abroad,Other / I prefer not to answer,Free
New York,Study,,Friends,,,,,1,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,,Excited,Hopeful,Peaceful,,,,,5,4,5,4,2,4,5,4,5,4,3,4,,Optimistic,Indifferent,,Disappointed,,,,,,,"Yes, in 2021","Yes, in 2022",,Optimistic,Peaceful,,Vulnerable,,,,,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family,Family,Bored,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Engineering and Technology,Male,24-30,I come from abroad,Asian,Peaceful
New York,Study,,Friends,Pets,Roommates,,,,,,Free,,,,,,,Daily,Daily,,,,,Peaceful,Lonely,,,Anxious,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,Anxious,,,,,"Yes, in 2022",Stressed,,,,,,,,,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family,Family,Bored,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Economics,Male,24-30,I come from abroad,Asian,Lonely
New York,Study,,,,,,Alone,,,,,,,,,,,Weekly,Weekly,,,,,,,,Disappointed,,4,4,3,5,3,3,4,4,3,5,3,3,,Optimistic,,,,,,,,No,,,,,,,,,,,,,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,5,3,3,2,5,3,3,2,3,,Engineering and Technology,Female,20-24,I come from abroad,Asian,Disappointed
New York,Study,,,,Roommates,,,1,,,Free,Optimistic,Peaceful,,,,,Weekly,Weekly,Bored,Stressed,,,,,,Disappointed,,5,4,4,4,4,4,5,3,4,5,4,3,,,,,,,,,Free,No,,,,,,,,,,,,,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,4,4,4,9,,Information and Computing Sciences,Male,20-24,I come from abroad,Asian,Optimistic
New York,Work,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,3,5,5,5,5,5,3,5,5,5,5,,,,,,,Threatened,,,,,"Yes, in 2021",,,,Peaceful,,,,,,,Physical health,Mental health,Relationships,Spirituality,Career & Finances,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,,,,,,,,,,,,,,,,,,,Business owner,1,,,,,,,,,,"Yes, I had a reduction in working hours and/or wage",Financial reasons,5,5,5,5,5,5,5,5,8,Other / I prefer not to answer,,Female,40-50,I'm from New York State,Asian,Peaceful
New York,Study,,,,,,Alone,,,,,,,,,,,Daily,Weekly,Bored,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Threatened,,,No,,,,,,,,,,,,,Physical health,Family,Spirituality,Career & Finances,Relationships,Mental health,Physical health,Family,Relationships,Career & Finances,Mental health,Spirituality,Job,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,5,5,5,6,,Engineering and Technology,Female,20-24,I come from abroad,Asian,Anxious
New York,Work,,,,Roommates,,,2,,,,Optimistic,,,,,,Daily,Daily,,,,,Peaceful,,,,,3,3,3,3,3,3,5,4,4,3,4,4,,,,,,,,Anxious,,,,"Yes, in 2021",,Stressed,,,,,,,,,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,,,,,,"No, it didn't change",,4,4,4,3,3,4,4,3,3,Other / I prefer not to answer,,Male,20-24,I come from abroad,Asian,Stressed
New York,Study,Family,,,,,,4,,,Free,Optimistic,Peaceful,,,,,Weekly,Monthly,,,,,,,,Disappointed,,3,3,2,3,4,4,2,3,2,4,4,4,,,,Vulnerable,,,,,,,,,"Yes, in 2022",,,,,Vulnerable,,Frustrated,,,Relationships,Family,Spirituality,Mental health,Physical health,Career & Finances,Family,Spirituality,Mental health,Career & Finances,Physical health,Relationships,Family,,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,2,3,2,3,,Information and Computing Sciences,Female,20-24,I come from abroad,Asian,Distant
